"quest,skill"
"change,skill"
"auditor,skill"
"microsoft,skill"
"office,skill"
"suite,skill"
"information,experience"
"concepts,experience"
"and,experience"
"best,experience"
"practices,experience"
"lead,experience"
"engineer,education"
"lead,education"
"engineer,education"
"lead,education"
"engineer,education"
"b.e,graduation year"
"in,education"
"cse,education"
"anna,education"
"university,education"
"2011,education"
"day,graduation year"
"adventist,skill"
"matric,skill"
"hr.sec,skill"
"school,skill"
"2007,skill"
"optimization,skill"
"2,skill"
"years,skill"
"python,skill"
"4,skill"
"years,skill"
"router,skill"
"4,skill"
"years,skill"
"tcl,skill"
"4,years of experience"
"years,years of experience"
"d,skill"
"ditional,skill"
"information,skill"
"technical,skill"
"skill,skill"
"programming,skill"
"languages,skill"
"python,skill"
"tcl,skill"
"power,skill"
"query,skill"
"sql,skill"
"shell,skill"
"scripting,skill"
"c#,skill"
"concepts,skill"
"networking,skill"
"waas,skill"
"wan,skill"
"optimization,skill"
"waas,skill"
"on,skill"
"router,skill"
"waewide,skill"
"area,skill"
"engine,skill"
"wccp,skill"
"protocol,skill"
"automation,skill"
"framework,skill"
"ats,skill"
"automated,skill"
"test,skill"
"system,skill"
"selenium,skill"
"testing,skill"
"framework,skill"
"ideintegrated,skill"
"development,skill"
"environment,skill"
"eclipse,skill"
"pycharm,skill"
"pydev[plugin,skill"
"for,skill"
"eclipse,skill"
"ide],skill"
"software,skill"
"eclipse,skill"
"cdets,skill"
"&,skill"
"rally,skill"
"bug,skill"
"tracking,skill"
"earms,skill"
"regression,skill"
"testing,skill"
"acmeversioning,skill"
"timsreporting,skill"
"htmltestrunner,skill"
"power,skill"
"queryautomation,skill"
"aras,skill"
"plmproduct,skill"
"lifecycle,skill"
"management,skill"
"aml,skill"
"studio,skill"
"adaptive,skill"
"markup,skill"
"language,skill"
"operating,experience"
"systems,experience"
"windows,experience"
"xp/10,experience"
"linux,experience"
"maximo,experience"
"consultant,experience"
"maximo,experience"
"consultant,experience"
"maximo,experience"
"consultant,education"
"maximo,education"
"consultant,education"
"maximo,education"
"consultant,education"
"bachelor,education"
"of,education"
"engineering,education"
"in,education"
"electronics,education"
"and,education"
"communication,education"
"in,education"
"electronics,education"
"and,education"
"communication,education"
"nandha,education"
"engineering,education"
"college,education"
"government,skill"
"boys,skill"
"higher,skill"
"secondary,skill"
"school,skill"
"coda,skill"
"4,skill"
"years,skill"
"cognos,skill"
"4,skill"
"years,skill"
"database,skill"
"4,skill"
"years,skill"
"eclipse,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"ibm,skill"
"cognos,skill"
"4,skill"
"years,skill"
"reporting,skill"
"tools,skill"
"birt,skill"
"cognos,skill"
"basics,skill"
"database,skill"
"oracle,skill"
"operating,skill"
"systems,skill"
"windows,skill"
"languages,skill"
"sql,skill"
"javascripting,skill"
"web,skill"
"technologies,skill"
"tools,experience"
"html,experience"
"sql,education"
"developer,education"
"eclipse,education"
"developer,education"
"developer,education"
"b,education"
"tech,education"
"in,education"
"ece,education"
"vidya,education"
"bharati,education"
"institute,education"
"of,education"
"technology,education"
"-,education"
"hindupur,skill"
"hosanna,skill"
"national,skill"
"high,skill"
"school,skill"
"c+,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"citrix,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"integration,skill"
"2,skill"
"years,skill"
"integrator,skill"
"2,skill"
"years,skill"
"java,skill"
"2,skill"
"years,skill"
"initiative,skill"
"leadership,skill"
"qualities,skill"
"and,skill"
"team,skill"
"spirit,skill"
"proficiency,skill"
"in,skill"
"communication,skill"
"skill,skill"
"positive,skill"
"attitude,skill"
"good,skill"
"knowledge,skill"
"about,skill"
"technology,skill"
"and,skill"
"interest,skill"
"towards,skill"
"new,skill"
"learning,skill"
"responsibility,skill"
"and,skill"
"patience,skill"
"to,skill"
"do,experience"
"work,experience"
"assigned,experience"
"by,experience"
"superiors,experience"
"microsoft,experience"
"infopath,skill"
"designer,skill"
"microsoft,skill"
"infopath,skill"
"designer,skill"
"microsoft,skill"
"sharepoint,skill"
"7,skill"
"years,skill"
"sharepoint,skill"
"7,skill"
"years,skill"
".net,skill"
"6,skill"
"years,skill"
"microsoft,skill"
"visual,skill"
"studio,skill"
"6,skill"
"years,skill"
"visual,skill"
"studio,skill"
"6,skill"
"years,skill"
"languages,skill"
"and,skill"
"software,skill"
"c,skill"
"c#.net,skill"
"asp.net,skill"
"mvc,skill"
"5,skill"
"entity,skill"
"framework,skill"
"6,skill"
"microsoft,skill"
"office,skill"
"microsoft,skill"
"sharepoint,skill"
"2010,skill"
"microsoft,skill"
"sharepoint,skill"
"2013,skill"
"microsoft,skill"
"sharepoint,skill"
"designer,skill"
"microsoft,skill"
"visual,skill"
"studio,skill"
"2008,skill"
"microsoft,skill"
"visual,skill"
"studio,skill"
"2010,skill"
"microsoft,skill"
"visual,skill"
"studio,skill"
"2012,skill"
"infopath,skill"
"html,skill"
"css,skill"
"javascript,skill"
"jquery,skill"
"sharepoint,skill"
"apps,skill"
"using,skill"
"mvc,skill"
"and,skill"
"knockoutjs,skill"
"nintex,skill"
"forms,skill"
"and,skill"
"workflows,skill"
"azure,skill"
"msbi,skill"
"sql,skill"
"server,skill"
"2008,skill"
"sql,skill"
"server,skill"
"2012,skill"
"ssis,skill"
"ssrs,education"
"operating,education"
"system,skill"
"windows,skill"
"family,skill"
"bca,mba,experience"
"kgisl,experience"
"c++,experience"
"hacking,experience"
"programming,experience"
"tech,experience"
"support,experience"
"executive,education"
"nce,education"
"tech,education"
"support,education"
"execu,education"
"on,education"
"bachelor,education"
"of,education"
"technology,education"
"in,education"
"electronics,education"
"&,education"
"communication,education"
"gg,skill"
"gnit,skill"
"institute,skill"
"of,skill"
"technol,skill"
"ls,skill"
"microsoft,skill"
"office,skill"
"excel,skill"
"cisco,skill"
"c,experience"
"language,experience"
"cbs,experience"
"4,experience"
"ye,experience"
"head,education"
"of,education"
"operation,education"
"and,education"
"logistics,education"
"b.com,education"
"in,education"
"computer,skill"
"application,skill"
"madurai,skill"
"kamaraj,skill"
"university,skill"
"problem,skill"
"solving,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"es:,skill"
"•,skill"
"good,skill"
"communication,skill"
"skill,skill"
"•,skill"
"sincere,skill"
"•,skill"
"hard,skill"
"working,skill"
"•,skill"
"leadership,skill"
"skill,skill"
"•,skill"
"pleasing,skill"
"personality,education"
"•,education"
"problem,education"
"solving,education"
"capabil,education"
"b.techcomputer,skill"
"science,skill"
"in,skill"
"cse,skill"
"ggsipu,skill"
"c#,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"java,skill"
"oops,skill"
"guice,skill"
"microservice,skill"
"architecture,skill"
"software,skill"
"development,skill"
"xaml,skill"
"atdd,skill"
"solid,skill"
"soa,skill"
"scrum,skill"
"robot,skill"
"framework,skill"
"tdd,skill"
"skill:,skill"
"java,skill"
"c#,skill"
"wpf,skill"
"xaml,skill"
"robot,skill"
"framework,skill"
"scrum,skill"
"guice,skill"
"atdd,skill"
"soa,skill"
"fixed,skill"
"income,skill"
"corenlp,skill"
"solid,skill"
"programming,experience"
"oops,experience"
"nlp,experience"
"microservice,experience"
"architecture,education"
"self,education"
"employed,education"
"self,education"
"employed,education"
"bachelor,education"
"of,education"
"engineering,education"
"in,education"
"digital,education"
"marketing,education"
"nitte,skill"
"meenakshi,skill"
"institute,skill"
"of,skill"
"technology,skill"
"exchange,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"html,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"kitchen,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"linux,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"vmware,name"
"less,name"
"than,experience"
"1,experience"
"year,experience"
"amarjyot,experience"
"sodhi,education"
"voice,education"
"and,education"
"accent,education"
"trainer,education"
"masters,experience"
"in,experience"
"journalism,education"
"and,education"
"communication,education"
"sales,education"
"associate,education"
"masters,education"
"in,education"
"journalism,education"
"and,education"
"communication,education"
"in,education"
"mass,experience"
"comm,experience"
"client,education"
"servicing,education"
"amity,education"
"app,skill"
"develop,skill"
"electrical,skill"
"engineering,skill"
"vssut,burla,experience"
"application,experience"
"development,experience"
"software,experience"
"testing,experience"
"technical,experience"
"project,experience"
"manager,experience"
"technical,experience"
"project,education"
"manager,education"
"tions,education"
"technical,education"
"lead/operations,experience"
"ed,experience"
"ation,experience"
"bsc,experience"
"osmani,experience"
"arabic,experience"
"language,experience"
"supporter,experience"
"content,education"
"analyst,education"
"arabic,skill"
"language,skill"
"trainer,skill"
"cation,skill"
"m,skill"
"skill,skill"
"engineer,skill"
"4,skill"
"years,skill"
"testing,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"ui,skill"
"3,skill"
"years,skill"
"user,skill"
"interface,skill"
"less,skill"
"than,skill"
"1,experience"
"year,experience"
"analog,experience"
"less,experience"
"than,experience"
"chief,experience"
"coordinator,experience"
"of,experience"
"lear,experience"
"chief,experience"
"coordinator,experience"
"of,experience"
"lear,education"
"chief,education"
"coordinator,education"
"of,experience"
"lear,experience"
"mba,experience"
"in,experience"
"marketing-tourism,experience"
"technical,experience"
"architect,experience"
"&,experience"
"sr,experience"
"software,experience"
"engineer,experience"
"technical,education"
"architect,education"
"software,education"
"engineer,education"
"2,education"
"bachelor,education"
"of,skill"
"engineering,skill"
"in,skill"
"microsoft,skill"
"c-dac,skill"
"azure,skill"
"8,skill"
"years,skill"
"asp.net,skill"
"8,skill"
"years,skill"
"c#,skill"
"9,skill"
"years,skill"
"web,skill"
"api,skill"
"6,skill"
"years,skill"
"sql,skill"
"6,skill"
"years,skill"
"technical,skill"
"architect,skill"
"5,skill"
"years,experience"
"automation,experience"
"testing,experience"
"5,experience"
"years,experience"
"technical,experience"
"architect,experience"
"◦,experience"
"offshore,experience"
"technic,experience"
"◦,experience"
"offshore,experience"
"technic,experience"
"s,experience"
"played:,experience"
"◦,experience"
"technic,experience"
":,experience"
"dev,experience"
"lead,experience"
"technic,experience"
"microsoft,experience"
"partner,experience"
"readiness,experience"
"operations,experience"
"project,experience"
"manager,experience"
"apac,experience"
"microsoft,experience"
"partner,experience"
"readiness,education"
"operations,education"
"project,education"
"manager,education"
"apac,education"
"education,education"
"bachelor's,education"
"n,experience"
"commerce,experience"
"nmkrv,experience"
"college,education"
"bangalor,education"
"front,education"
"office,skill"
"executive,skill"
"b.com,skill"
"jain,skill"
"college,skill"
"ability,skill"
"to,skill"
"work,skill"
"with,skill"
"team,skill"
"❖,skill"
"good,skill"
"communication,skill"
"skill,skill"
"❖,skill"
"good,skill"
"inter-personal,skill"
"skill,skill"
"❖,skill"
"positive,skill"
"attitude,skill"
"❖,skill"
"hard,skill"
"&amp;,skill"
"smart,skill"
"working,skill"
"building,skill"
"good,skill"
"relationship,skill"
"with,skill"
"people,skill"
"ability,skill"
"to,skill"
"work,experience"
"under,experience"
"tough,education"
"situation,education"
"self-motivat,education"
"software,education"
"software,experience"
"btech,experience"
"trinity,education"
"engineering,education"
"college,education"
"consultant,education"
"sdet,education"
"ion,education"
"software,education"
"product,education"
"manage,education"
"nt,education"
"product,education"
"sc,education"
"ny,education"
"bachelor,education"
"of,education"
"computer,education"
"science,education"
"in,education"
"computer,education"
"science,skill"
"engineer,skill"
"ng,skill"
"anna,skill"
"univer,skill"
"ls,skill"
"automation,skill"
"testing,skill"
"mobile,experience"
"testing,experience"
"sdet,skill"
"scrum,skill"
"ma,skill"
"security,skill"
"officer,skill"
"telugu,skill"
"hindi,skill"
"movie,skill"
"and,skill"
"english,skill"
"cricket,experience"
"valiball,experience"
"computer,experience"
"and,experience"
"firesafety,experience"
"sap,experience"
"sd,experience"
"lead,experience"
"sap,experience"
"sd,experience"
"lead,experience"
"sap,experience"
"sd,education"
"lead,education"
"sap,education"
"sd,education"
"lead,education"
"mba,education"
"in,education"
"marketing,education"
"iit,education"
"roorkee,education"
"bachelor,education"
"of,education"
"engineering,education"
"in,education"
"electronics,education"
"and,education"
"communication,education"
"shri,education"
"vaishnav,education"
"institute,education"
"of,education"
"technology,skill"
"and,skill"
"science,skill"
"rgpv,skill"
"university,experience"
"sap,experience"
"sd,experience"
"7,experience"
"years,experience"
"operations,experience"
"center,experience"
"shift,experience"
"manager,experience"
"ocsm,experience"
"ce,experience"
"operations,experience"
"center,experience"
"shift,experience"
"manager,experience"
"o,skill"
"o,skill"
"same,skill"
"service,skill"
"desk,skill"
"mation,skill"
"skill,skill"
"•,skill"
"ability,skill"
"to,skill"
"build,skill"
"teams,skill"
"and,skill"
"motivate,skill"
"them,skill"
"towards,skill"
"team,skill"
"goals,skill"
"•,skill"
"effective,skill"
"communication,skill"
"skill,skill"
"•,skill"
"able,skill"
"to,skill"
"handle,skill"
"and,skill"
"overcome,skill"
"objections,skill"
"•,skill"
"ability,skill"
"to,skill"
"work,skill"
"effectively,skill"
"in,skill"
"a,skill"
"team,skill"
"environment,skill"
"•,skill"
"ability,skill"
"to,skill"
"adapt,skill"
"to,skill"
"the,skill"
"changes,skill"
"in,skill"
"organization,skill"
"along,skill"
"with,skill"
"successful,skill"
"implementation,skill"
"of,experience"
"the,experience"
"change,experience"
"in,experience"
"th,experience"
"volunteer,experience"
"contestant,education"
"yappon,education"
"volunteer,education"
"contestant,education"
"yappon,education"
"b.tech,education"
"christ,experience"
"university,education"
"faculty,education"
"of,education"
"engineering,education"
"javatally,experience"
"br,experience"
"day,experience"
"public,experience"
"school,experience"
"sql,experience"
"and,education"
"msbi,education"
"developer,education"
"assistant,education"
"consultant,education"
"bachelor,education"
"of,education"
"technology,education"
"in,education"
"branch,education"
"east,education"
"point,education"
"college,skill"
"of,skill"
"engg,skill"
"&,skill"
"tech,skill"
"sql,skill"
"server,experience"
"ssis,experience"
"t-sql,experience"
"etl,education"
"ssrs,education"
"senior,education"
"sales,education"
"executive,experience"
"b.com,experience"
"surendranath,experience"
"college,experience"
"barrackpore,experience"
"software,experience"
"test,experience"
"automation,experience"
"engineer,experience"
"consultant,education"
"software,education"
"test,education"
"automation,education"
"engineer,education"
"bachelor,education"
"b,education"
"tech,education"
"in,education"
"name,education"
"of,education"
"the,education"
"education,education"
"establishment,skill"
"sr,skill"
"engineering,skill"
"college,skill"
"srec,skill"
"c#,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"database,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"java,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"jira,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"load,skill"
"runner,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"additional,skill"
"information,skill"
"key,skill"
"skill:,skill"
"•,skill"
"programming,skill"
"languages:,skill"
"c#,skill"
"java,skill"
"automation,skill"
"testing:,skill"
"selenium,skill"
"webdriver,skill"
"xamarin.uitest,skill"
"protractor,skill"
"speflow,skill"
"•,skill"
"performance,skill"
"testing:,skill"
"hp,skill"
"load,skill"
"runner,skill"
"true,skill"
"client,skill"
"protocol,skill"
"•,skill"
"software,skill"
"testing:,skill"
"test,skill"
"scripts,skill"
"test,skill"
"case,skill"
"design,skill"
"test,skill"
"summary,skill"
"•,skill"
"platform:,skill"
"windows,skill"
"•,skill"
"database:,skill"
"sql,skill"
"server,skill"
"2012,skill"
"oracle,skill"
"•,skill"
"management,skill"
"tools:,skill"
"jira,experience"
"hp,experience"
"quality,experience"
"center;,experience"
"vsts,education"
"hvac,education"
"technician,education"
"hvac,education"
"technician,education"
"diploma,skill"
"in,skill"
"mrac,skill"
"gtti,skill"
"-,experience"
"hvac,experience"
"tech,experience"
"3,experience"
"years,experience"
"technical,experience"
"support,education"
"executive,education"
"technical,education"
"support,education"
"executive,education"
"b,education"
"tech,education"
"jaipur,education"
"engineering,experience"
"college,experience"
"and,experience"
"research,experience"
"center,education"
"online,education"
"job,education"
"in,education"
"home,education"
"pass,education"
"12,skill"
"in,skill"
"medical,skill"
"chandigarh,skill"
"university,skill"
"microsoft,skill"
"office,skill"
"and,skill"
"java,experience"
"less,experience"
"than,skill"
"1,skill"
"year,skill"
"dba,skill"
"client,skill"
"n,skill"
"skill,skill"
"perl,skill"
"10+,skill"
"years,skill"
"scripting,skill"
"10+,skill"
"years,skill"
"sql,skill"
"10+,skill"
"years,skill"
"database,experience"
"10+,experience"
"years,experience"
"shell,experience"
"scripting,experience"
"program,experience"
"manager,experience"
"sr,experience"
"program,experience"
"manager,experience"
"/,education"
"product,education"
"owner,education"
"architect,education"
"consultant,education"
"cation,education"
"pgdbm,education"
"in,skill"
"business,skill"
"man,skill"
"gement,skill"
"narse,skill"
"skill,skill"
"datawarehouse,skill"
"/,skill"
"business,skill"
"intelligence,skill"
"10+,skill"
"years,skill"
"agile,skill"
"methodologies,skill"
"6,skill"
"years,skill"
"program,skill"
"management,skill"
"2,skill"
"years,skill"
"agile,skill"
"10+,skill"
"years,skill"
"product,skill"
"roadmap,skill"
"2,skill"
"years,skill"
"stakeholder,skill"
"management,skill"
"10+,experience"
"years,experience"
"risk,experience"
"management,experience"
"10+,experience"
"major,experience"
"incident,experience"
"manager,experience"
"/,experience"
"escalation,experience"
"manager,experience"
"major,experience"
"incident,experience"
"manager,experience"
"/,experience"
"escalation,experience"
"manager,experience"
"major,experience"
"incident,education"
"manager,education"
"/,education"
"escalation,education"
"manager,education"
"e,education"
"right,education"
"product,education"
"education,education"
"mba,education"
"in,education"
"m,education"
"keting,education"
"and,education"
"human,education"
"re,education"
"ty,education"
"-,education"
"hyderabad,education"
"tel,skill"
"ana,skill"
"b.sc,skill"
"in,skill"
"electr,skill"
"derabad,skill"
"telangana,skill"
"skill,skill"
"active,skill"
"directory,skill"
"2,skill"
"years,skill"
"excel,skill"
"2,skill"
"years,skill"
"exchange,skill"
"2,experience"
"years,experience"
"incident,experience"
"management,education"
"2,education"
"developer,education"
"support,education"
"engineer,education"
"certificate,education"
"of,graduation year"
"achievement,skill"
"microsoft,skill"
"virtual,skill"
"academy,skill"
"2016,skill"
"c++,skill"
"data,experience"
"structure,experience"
"java,education"
"1,education"
"year,education"
"beta,education"
"tester,education"
"still,education"
"studying,skill"
"bhagabati,skill"
"nodal,skill"
"high,skill"
"school,education"
"typewriting,education"
"editing,education"
"ms,skill"
"office,skill"
"ards,skill"
"collage,skill"
"kadapa,skill"
"ms,skill"
"office,skill"
"internet,java,education"
"less,education"
"than,education"
"1,experience"
"year,experience"
"education,bscmecs,experience"
"2nd,education"
"year,education"
"data,education"
"entry,education"
"operator,education"
"bsc,education"
"in,education"
"math,education"
"magadh,education"
"univercity,education"
"bsc,experience"
"in,experience"
"computer,education"
"magadh,education"
"univercity,skill"
"software,skill"
"engineer,skill"
"saurashtra,skill"
"university,skill"
"problem,skill"
"solving,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"project,skill"
"lifecycle,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"project,skill"
"manager,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"technical,skill"
"assistance,experience"
"less,experience"
"than,education"
"1,education"
"year,education"
"it,education"
"support,education"
"on,education"
"be,education"
"in,education"
"computer,education"
"science,education"
"and,education"
"engineer,education"
"ng,education"
"vivekananda,education"
"engineering,education"
"college,education"
"for,education"
"wo,education"
"13,education"
"btec,education"
"hnc,education"
"in,education"
"aviation,education"
"in,education"
"hospitality,education"
"and,education"
"travel,education"
"managem,education"
"nt,education"
"frankfinn,skill"
"institute,skill"
"of,skill"
"airhostess,skill"
"traini,skill"
"ls,skill"
"linux,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"microsoft,skill"
"office,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"ms,skill"
"office,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"problem,skill"
"solving,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"additional,skill"
"information,skill"
"skill,skill"
"set,skill"
"➢,skill"
"excellent,skill"
"communication,skill"
"and,skill"
"interpersonal,skill"
"skill,skill"
"➢,skill"
"proficient,skill"
"in,skill"
"computer,skill"
"applications,skill"
"office,skill"
"windows,skill"
"windows,skill"
"2007,skill"
"xp,skill"
"8,skill"
"8.1,skill"
"and,skill"
"windows,skill"
"10,skill"
"linux,skill"
"fedora,skill"
"➢,skill"
"strong,skill"
"analytical,skill"
"and,skill"
"problem,skill"
"solving,skill"
"skill,skill"
"➢,skill"
"ability,skill"
"in,skill"
"managing,skill"
"a,skill"
"team,skill"
"of,skill"
"professionals,skill"
"and,skill"
"enjoy,education"
"being,education"
"in,education"
"a,education"
"t,education"
"b.tech,education"
"in,education"
"computer,education"
"science,education"
"sunder,experience"
"deep,experience"
"group,education"
"of,education"
"institution,education"
"developer,education"
"developer,education"
"on,education"
"b.tech,education"
"in,education"
"enginee,skill"
"ing,skill"
"graphic,skill"
"era,skill"
"univer,skill"
"ls,skill"
"bi,skill"
"1,skill"
"year,skill"
"business,skill"
"intelligence,skill"
"1,skill"
"year,skill"
"database,skill"
"1,skill"
"year,skill"
"etl,skill"
"1,skill"
"year,skill"
"extract,skill"
"transform,skill"
"and,skill"
"load,skill"
"1,skill"
"ye,skill"
"on,skill"
"skill,skill"
"etl:,skill"
"microsoft,skill"
"ssis,skill"
"reporting:,skill"
"power,skill"
"bi,skill"
"database:,skill"
"ms,skill"
"sql,skill"
"server,experience"
"2016,experience"
"languages:,education"
"sql,education"
"pl,education"
"typing,education"
"work,skill"
"b-tech,experience"
"cse,experience"
"iit,education"
"delhi,education"
"specilization,education"
"delivery,education"
"specialist,education"
"bachelor,education"
"of,education"
"commerce,education"
"in,education"
"commerce,experience"
"business,experience"
"management,experience"
"osmania,experience"
"university,education"
"software,education"
"developer,skill"
"software,skill"
"developer,skill"
"be,skill"
"davv,skill"
"c++,experience"
"html,experience"
"javascript,experience"
"software,education"
"development,education"
"microsoft,education"
"student,education"
"partner,skill"
"se,skill"
"education,skill"
"b.e,skill"
"si,skill"
"ashtra,skill"
"skill,skill"
".net,skill"
"3,skill"
"years,skill"
"asp,skill"
"1,skill"
"year,skill"
"asp.net,skill"
"1,skill"
"year,skill"
"c#,skill"
"1,skill"
"year,skill"
"databases,skill"
"1,skill"
"year,skill"
"c++,skill"
"css,skill"
"java,skill"
"chnical,skill"
"skill,skill"
"programming,skill"
"languages,skill"
"c#,skill"
".net,skill"
"cpp,skill"
"c,skill"
"web,skill"
"development,skill"
"asp.net,skill"
"html,skill"
"css,skill"
"javascript,skill"
"tools,skill"
"used,skill"
"ms,skill"
"visual,skill"
"studio,skill"
"v2013,skill"
"ms,skill"
"sql,skill"
"server,skill"
"v2008,skill"
"operating,skill"
"systems,skill"
"windows,experience"
"10,experience"
"/,experience"
"8.1/,experience"
"7,experience"
"i,experience"
"phone,experience"
"solution,experience"
"consultant,education"
"i,education"
"phone,experience"
"solution,experience"
"consultant,education"
"periyar,education"
"university,education"
"technical,education"
"consultant,education"
"b.tech,skill"
"in,skill"
"engineering,skill"
"srm,skill"
"university,skill"
"expertise,skill"
"in,skill"
"microsoft,skill"
"office,skill"
"power,skill"
"point,skill"
"microsoft,skill"
"office,skill"
"word,skill"
"❖,skill"
"basic,skill"
"knowledge,skill"
"about,skill"
"c,skill"
"and,skill"
"c++,skill"
"programming,skill"
"❖,experience"
"management,experience"
"skill,experience"
"❖,experience"
"responsible,education"
"python,education"
"developer,education"
"python,education"
"developer,education"
"mongo,education"
"bca,experience"
"affiliated,education"
"-,education"
"kota,education"
"rajasthan,education"
"rience,skill"
"ersit,skill"
"b.sc,skill"
"periyar,skill"
"uni,skill"
"skill,skill"
"excel,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"microsoft,skill"
"word,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"microsoft,skill"
"word,skill"
"2010,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"ms,skill"
"excel,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"word,skill"
"less,skill"
"than,skill"
"skill:,skill"
"•,skill"
"ms,experience"
"excel,experience"
"•,education"
"microsoft,education"
"w,skill"
"space,skill"
"auditing,skill"
"vijaya,skill"
"main,skill"
"good,skill"
"listener,take,skill"
"up,skill"
"responsibilities,good,skill"
"at,skill"
"communication,great,skill"
"at,skill"
"taking,skill"
"challenges,excellent,skill"
"in,skill"
"various,skill"
"sports,skill"
"like,skill"
"soccer,cricket,kabbadi,cycling,running,swimming,skill"
"fluent,skill"
"in,experience"
"english,kannada,experience"
"known,experience"
"languages,education"
"hindi,tail,telugu,education"
"data,education"
"entry,education"
"operator,education"
"bsc,education"
"in,experience"
"computer,experience"
"science,experience"
"magadh,experience"
"university,experience"
"microsoft,experience"
"student,education"
"partner,education"
"microsoft,education"
"student,education"
"partner,education"
"b.tech,education"
"in,education"
"cse,education"
"gandhi,education"
"institute,education"
"of,education"
"science,skill"
"and,skill"
"technology,skill"
"gitam,skill"
"university,skill"
"excel,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"html,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"javascript,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"ms,skill"
"excel,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"sql,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"s,skill"
"skill,skill"
"sql,experience"
"ms,experience"
"excel,experience"
"html,experience"
"javasc,experience"
"azure,experience"
"developer,education"
"architect,skill"
"n,skill"
"software,skill"
"devel,skill"
"on,skill"
"ls,skill"
"wpf,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"web,skill"
"api,skill"
"azure,skill"
"asp.net,skill"
"mvc,skill"
"design,skill"
"patterns,skill"
"wcf,skill"
"ls,skill"
"microsoft,skill"
"technologies,skill"
"c#.net,skill"
"wpf,skill"
"wcf,skill"
"asp.net,skill"
"mvc,skill"
"web,skill"
"api,skill"
"biztalk,skill"
"server,skill"
"2013,skill"
"cloud,skill"
"azure,skill"
"version,skill"
"control,skill"
"git,skill"
"vsts,skill"
"svn,skill"
"ibm,skill"
"rational,skill"
"clear,skill"
"case,skill"
"scripting,skill"
"powershell,skill"
"unit,skill"
"test,skill"
"moq,skill"
"vs,experience"
"test,experience"
"microsoft,experience"
"fakes,education"
"n-,education"
"cluster,education"
"hr,education"
"manager,education"
"dia,education"
"educati,skill"
"b.b.a,skill"
"in,skill"
"uit,skill"
"k,skill"
"2008,skill"
"skill,skill"
"hr,skill"
"9,skill"
"years,skill"
"compensation,skill"
"1,skill"
"year,skill"
"recruitment,skill"
"1,skill"
"year,skill"
"detail,skill"
"oriented,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"documentation,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"additional,skill"
"information,skill"
"core,skill"
"competencies,skill"
"•,skill"
"performance,skill"
"management,skill"
"•,skill"
"recruitment,skill"
"&amp;,skill"
"retention,skill"
"•,skill"
"training,skill"
"&amp;,skill"
"development,skill"
"•,skill"
"hr,skill"
"policies,skill"
"&amp;,skill"
"procedures,skill"
"•,skill"
"employee,skill"
"exit,skill"
"•,skill"
"confidential,skill"
"record,skill"
"keeping,skill"
"•,skill"
"hr,skill"
"department,skill"
"start-up,skill"
"•,skill"
"event,skill"
"management,skill"
"•,skill"
"on-boarding,skill"
"orientation,skill"
"&amp;,skill"
"induction,skill"
"•,skill"
"employee,skill"
"counselling,skill"
"•,skill"
"attendance,skill"
"&amp;,skill"
"leave,skill"
"management,skill"
"•,skill"
"team,skill"
"building,skill"
"and,skill"
"morale,skill"
"building,skill"
"•,skill"
"process,skill"
"documentation,skill"
"•,skill"
